verbatimScientificName
Pontoscolex Corethrurus
Liodrilus mendesi
Liodrilus mendesi
Pontoscolex Corethrurus
Pontoscolex Corethrurus
Heteromastus
Pontoscolex corethrurus
Laeonereis culveri
Pontoscolex Corethrurus
Pontoscolex Corethrurus
""
Pontoscolex Corethrurus
Pontoscolex Corethrurus
Liodrilus mendesi
Pontoscolex Corethrurus
Neanthes
Rhinodrilus antonionii
Liodrilus mendesi
Pontoscolex corethrurus
Pontoscolex Corethrurus
Hyperiodrilus africanus
Sigambra grubii
Pontoscolex Corethrurus
Capitella
Laeonereis
Pontoscolex Corethrurus
Pontoscolex corethrurus
Pontoscolex Corethrurus
Pontoscolex Corethrurus
Pontoscolex Corethrurus
Sigambra grubii
Laeonereis culveri
Pontoscolex Corethrurus
""
Pontoscolex Corethrurus
Liodrilus mendesi
Pontoscolex Corethrurus
Pontoscolex Corethrurus
Pontoscolex corethrurus
Pontoscolex corethrurus
Pontoscolex Corethrurus
Liodrilus mendesi
Nephtys fluviatilis
Laeonereis culveri
Pontoscolex Corethrurus
Nephtys fluviatilis
Pontoscolex Corethrurus
Pontoscolex Corethrurus
Pontoscolex Corethrurus
Pontoscolex Corethrurus
Hyperiodrilus africanus
Pontoscolex corethrurus
Pontoscolex corethrurus
Righiodrilus tocantinensis
Pontoscolex Corethrurus
Pontoscolex Corethrurus
Sigambra
Capitella
Pontoscolex Corethrurus
Pontoscolex corethrurus
Pontoscolex Corethrurus
Pontoscolex Corethrurus
Pontoscolex corethrurus
Pontoscolex Corethrurus
Sigambra grubii
Notomastus
Sigambra grubii
Pontoscolex Corethrurus
Sigambra
Aphrodita
Pontoscolex Corethrurus
Nephtys fluviatilis
Pontoscolex corethrurus
Pontoscolex corethrurus
Sigambra grubii
Urobenus petrerei
Dichogaster affinis
Liodrilus mendesi
Pontoscolex corethrurus
Rhinodrilus antonionii
Pontoscolex Corethrurus
Pontoscolex Corethrurus
Pontoscolex Corethrurus
Pontoscolex Corethrurus
Pontoscolex Corethrurus
Pontoscolex Corethrurus
Sigambra
Rhinodrilus antonionii
Pontoscolex corethrurus
Notomastus
Dichogaster bolaui
Dichogaster bolaui
Pontoscolex Corethrurus
Laeonereis culveri
Pontoscolex corethrurus
Pontoscolex Corethrurus
Laeonereis culveri
Sigambra
Pontoscolex Corethrurus
Pontoscolex Corethrurus
Pontoscolex Corethrurus
Pontoscolex Corethrurus
Pontoscolex Corethrurus
Pontoscolex Corethrurus
Pontoscolex corethrurus
Capitella
Capitella
Dichogaster bolaui
Rhinodrilus antonionii
Laeonereis culveri
Pontoscolex Corethrurus
Capitella
Neanthes
Phragmatopoma caudata
Pontoscolex corethrurus
Liodrilus mendesi
Phragmatopoma caudata
Heteromastus
Pontoscolex Awa
Pontoscolex Corethrurus
Pontoscolex Corethrurus
Pontoscolex Corethrurus
Pontoscolex Corethrurus
Pontoscolex Corethrurus
Pontoscolex Corethrurus
Namalycastis
Pontoscolex Corethrurus
Notomastus
Aphrodita
Pontoscolex Corethrurus
Pontoscolex corethrurus
Pontoscolex Corethrurus
Pontoscolex Corethrurus
Pontoscolex Corethrurus
Pontoscolex Corethrurus
Capitella
Nephtys fluviatilis
Pontoscolex corethrurus
Capitella
Pontoscolex Corethrurus
Pontoscolex Corethrurus
Pontoscolex Corethrurus
Pontoscolex Corethrurus
Pontoscolex Corethrurus
Liodrilus mendesi
Pontoscolex
Pontoscolex corethrurus
Pontoscolex Corethrurus
Pontoscolex Corethrurus
Pontoscolex Corethrurus
Dichogaster affinis
Sigambra grubii
Pontoscolex Corethrurus
Righiodrilus tocantinensis
Righiodrilus tocantinensis
Notomastus
Dichogaster bolaui
Sigambra grubii
Heteromastus
Pontoscolex Corethrurus
Pontoscolex Awa
Rhinodrilus antonionii
Pontoscolex Corethrurus
Pontoscolex Corethrurus
Pontoscolex Corethrurus
Pontoscolex corethrurus
Neanthes
Pontoscolex Corethrurus
Nereis
Pontoscolex corethrurus
Sigambra grubii
Pontoscolex Corethrurus
Pontoscolex Corethrurus
""
Hyperiodrilus africanus
Sigambra grubii
Pontoscolex Corethrurus
Pontoscolex Corethrurus
Oligochaeta
Liodrilus mendesi
Urobenus brasiliensis
Pontoscolex Corethrurus
Rhinodrilus antonionii
Hyperiodrilus africanus
Neanthes
Pontoscolex Corethrurus
Sigambra grubii
Hirudinea
Aglaophamus
Pontoscolex Corethrurus
Pontoscolex Corethrurus
Pontoscolex Corethrurus
Pontoscolex Corethrurus
Pontoscolex Corethrurus
Urobenus petrerei
Pontoscolex Corethrurus
Pontoscolex Corethrurus
Phragmatopoma caudata
Laeonereis culveri
Sigambra grubii
Urobenus petrerei
Dichogaster affinis
Pontoscolex Corethrurus
Rhinodrilus antonionii
Sigambra
Pontoscolex corethrurus
Laeonereis culveri
Pontoscolex Corethrurus
Pontoscolex corethrurus
Pontoscolex corethrurus
Sigambra grubii
Pontoscolex Corethrurus
Aglaophamus
Sigambra grubii
Pontoscolex Corethrurus
Pontoscolex Corethrurus
Pontoscolex Corethrurus
Dichogaster affinis
Pontoscolex Corethrurus
Dichogaster bolaui
Pontoscolex corethrurus
Righiodrilus tocantinensis
Pontoscolex Corethrurus
Capitella
Sigambra grubii
Dichogaster bolaui
Urobenus petrerei
Pontoscolex Corethrurus
Notomastus
Dichogaster bolaui
Pontoscolex corethrurus
Pontoscolex corethrurus
Pontoscolex corethrurus
Nephtys fluviatilis
Notomastus
Pontoscolex Awa
Dichogaster bolaui
Capitella
Pontoscolex Corethrurus
Nephtys fluviatilis
Pontoscolex Corethrurus
Pontoscolex Corethrurus
Pontoscolex Corethrurus
Nephtys fluviatilis
Pontoscolex Corethrurus
Pontoscolex Corethrurus
Notomastus
Pontoscolex Corethrurus
Pontoscolex corethrurus
Pontoscolex Corethrurus
Capitella
Pontoscolex Corethrurus
Urobenus petrerei
Dichogaster bolaui
Pontoscolex Corethrurus
Urobenus petrerei
Capitella
Notomastus
Pontoscolex Corethrurus
Pontoscolex Corethrurus
Pontoscolex Corethrurus
Sigambra grubii
Sigambra grubii
Pontoscolex corethrurus
Sigambra grubii
Liodrilus mendesi
Pontoscolex Corethrurus
Sigambra grubii
Pontoscolex Corethrurus
Pontoscolex corethrurus
Pontoscolex corethrurus
Notomastus
Urobenus petrerei
Pontoscolex Corethrurus
Pontoscolex Corethrurus
Sigambra grubii
Pontoscolex Corethrurus
Liodrilus mendesi
Laeonereis culveri
Pontoscolex Corethrurus
Pontoscolex Corethrurus
Pontoscolex Corethrurus
Sigambra grubii
Pontoscolex Corethrurus
Pontoscolex Corethrurus
Dichogaster bolaui
Laeonereis
Pontoscolex corethrurus
Laeonereis culveri
Pontoscolex Corethrurus
Pontoscolex Corethrurus
Laeonereis culveri
Pontoscolex Corethrurus
Pontoscolex corethrurus
Sigambra
Laeonereis culveri
Pontoscolex Awa
Liodrilus mendesi
Notomastus
Pontoscolex Corethrurus
Pontoscolex Corethrurus
Aphrodita
Pontoscolex Corethrurus
Pontoscolex corethrurus
Righiodrilus tocantinensis
Pontoscolex Corethrurus
Pontoscolex Corethrurus
Pontoscolex Corethrurus
Neanthes
Pontoscolex Corethrurus
Dichogaster affinis
""
Pontoscolex Corethrurus
Pontoscolex Awa
Notomastus
Urobenus petrerei
Pontoscolex corethrurus
Liodrilus mendesi
Capitella
Notomastus
Pontoscolex corethrurus
Liodrilus mendesi
